EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,CC_AMT_INST_MIN_REGULARITY_MEAN,BURO_MONTHS_BALANCE_MIN_MIN,BURO_DAYS_CREDIT_UPDATE_MEAN,CC_AMT_TOTAL_RECEIVABLE_MAX,CC_AMT_RECIVABLE_MAX,CC_AMT_BALANCE_MIN,CC_AMT_RECIVABLE_MIN,CC_AMT_RECEIVABLE_PRINCIPAL_MIN,CC_MONTHS_BALANCE_MIN,CLOSED_MONTHS_BALANCE_MIN_MIN,CC_CNT_DRAWINGS_ATM_CURRENT_VAR,REGION_RATING_CLIENT_W_CITY,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN
0.2636468134452008,0.3964584449600162,0.2523251260374594,-9053.0,0.375,0.5,0.625,3133.7946,-56.0,-282.25,139739.58,139739.58,0.0,0.0,0.0,-25.0,-56.0,1.8566666666666671,2.0,27846.0
0.6175969945645298,0.4959072701448009,0.5260220261777266,-14709.0,0.125,0.25,0.875,17333.28,-51.6,-865.1333333333332,432776.835,412526.835,294188.535,296585.01,286610.85,-17.0,-51.6,16.889705882352942,2.0,25729.41176470588
0.5226973172821112,0.6852657274354148,0.7523901314486725,-21782.0,0.0,0.3333333333333333,0.8571428571428571,0.0,-47.4,-359.1666666666667,0.0,0.0,0.0,0.0,0.0,-21.0,-54.2,0.0,2.0,0.0
0.3893387918468769,0.4019811448319285,0.5178395713062363,-13538.0,0.16666666666666666,0.5,0.8333333333333334,2934.558794117647,-78.0,-341.75,116935.452,116935.452,28697.238,28644.138,27615.690000000002,-45.0,-78.0,4.5963127069009415,1.0,79995.54545454546
0.511891801533151,0.4879005392849832,0.37510405402768754,-9809.0,0.0,0.5714285714285714,1.0,6808.648136735823,-38.6,-315.2857142857143,249388.758,249388.758,23968.692000000003,23467.743,22702.5,-42.0,-41.0,2.5729230072817697,2.0,10364.868243243243
0.3532164634301706,0.113579101034219,0.3500748220075569,-13464.0,0.8333333333333334,1.0,0.16666666666666666,1998.0548999999999,-35.0,-48.0,53224.172999999995,53224.172999999995,25144.307999999997,25327.134,24699.708,-17.4,-49.8,2.961734892787524,2.0,16152.32142857143
0.5187778403969562,0.2021227091395048,0.5606716450388606,-14575.0,0.0,0.18787878787878787,1.0,8925.373937522605,-64.8,-816.525,251317.287,251317.287,121143.15900000001,120112.389,116853.849,-24.6,-59.6,0.7181347583729331,2.0,3805.363636363637
0.2622489709189549,0.2386033327192569,0.4522737695281819,-13553.0,0.3333333333333333,0.42857142857142855,0.6666666666666666,1437.3832304640332,-36.0,-263.7142857142857,115228.53899999999,115228.53899999999,105.849,-25.596,0.0,-34.6,-36.0,2.3181687659777213,2.0,4500.7168050972805
0.5937175866150576,0.682566496203993,0.2288289549731052,-14332.0,0.0,0.6666666666666666,1.0,11970.48404793233,-55.0,-566.3333333333334,388163.385,388163.385,0.0,-1090.926,0.0,-42.4,-55.0,5.459038089281991,1.0,22632.418922540874
0.4118485559242397,0.7174550590987756,0.3383935772553731,-12844.0,0.0,0.4,1.0,2053.072695652174,-66.0,-545.2,102676.46399999999,102676.46399999999,0.0,0.0,0.0,-14.0,-66.0,3.6451282051282057,2.0,25195.96153846154
0.6706517530862718,0.3593484415620022,0.6417948179359327,-20123.0,0.0,0.2857142857142857,1.0,5342.331761398176,-72.8,-729.0,199350.342,199350.342,29162.186999999998,28085.787,27900.0,-29.6,-72.8,0.9248324999182925,3.0,12398.936170212766
0.3741627679494738,0.4788030410453734,0.30885626067349936,-10079.0,0.0,0.28012820512820513,1.0,5233.159285714285,-48.6,-512.2942307692308,224411.67,224411.67,93951.99,90810.99,90000.0,-8.0,-48.6,9.285714285714286,2.0,24235.714285714286
0.1547436312725944,0.1538038022102506,0.49605752457164787,-15031.0,0.6666666666666666,0.375,0.3333333333333333,4739.425471978022,-77.0,-551.3125,128331.9,128331.9,0.0,0.0,0.0,-31.0,-77.0,0.6314746307531502,3.0,16583.606850741293
0.25533177083329,0.0183027383223664,0.6092889944218893,-21723.0,0.3684210526315789,0.2857142857142857,0.631578947368421,12638.513571428572,-50.0,-28.0,398179.125,398179.125,70641.0,67500.0,67500.0,-7.0,-50.0,9.904761904761905,2.0,105750.0
0.5902333386185574,0.5676044507580726,0.0888448932676478,-9638.0,0.75,0.0,0.25,3607.410545454545,-49.2,-280.0,123808.81499999999,123808.81499999999,0.0,0.0,0.0,-22.4,-41.2,1.08327665317139,2.0,16699.15951417004
0.3392876999089139,0.3935163595564744,0.716213535688156,-21231.0,0.0,1.0,1.0,450.0,-56.8,-242.33333333333334,90798.525,90798.525,0.0,0.0,0.0,-5.0,-65.8,0.0,3.0,39750.0
0.175605979469379,0.6157425921420889,0.6785561770589943,-18604.0,0.0,0.25,1.0,293.06743902439024,-47.8,-355.875,55428.3,55428.3,0.0,-494.145,0.0,-83.0,-47.8,0.04819277108433735,2.0,650.6024096385543
0.2940831009471255,0.6969723911338784,0.4770677706797894,-13647.0,0.0,0.3333333333333333,1.0,21893.81142857143,-47.0,-364.3333333333333,477935.73,477935.73,113164.965,105091.965,103500.0,-29.0,-47.0,2.0763546798029555,1.0,18558.620689655174
0.3344541255096772,0.1942664499695638,0.7474767072208625,-20717.0,0.0,0.6666666666666666,1.0,2968.3700000000003,-57.2,-175.5,134975.07,134975.07,0.0,0.0,0.0,-10.0,-64.4,0.0,2.0,0.0
0.6430255641096323,0.2635296222399267,0.8087820689044559,-20970.0,0.0,0.125,1.0,5673.765024764709,-76.0,-851.625,245114.48700000002,245114.48700000002,0.0,-23.157,0.0,-42.0,-85.2,0.523905011700829,3.0,12994.304208449777
0.2151824041847538,0.1770420047365011,0.0236053044765948,-18922.0,0.14285714285714285,0.6818181818181818,0.8095238095238095,1371.4585714285713,-41.4,-170.0,53042.31,53042.31,0.0,0.0,0.0,-7.0,-45.8,1.4666666666666668,2.0,4725.0
0.1654074596555436,0.5952595875353943,0.4519518972662658,-10527.0,0.3333333333333333,0.14285714285714285,0.6666666666666666,4648.043864361703,-63.0,-468.2857142857143,190684.14299999998,190684.14299999998,0.0,-47.178000000000004,0.0,-48.2,-63.0,1.4408109538837424,2.0,8311.488915789474
0.21293802849450771,0.0888344820593104,0.1727701699440951,-9945.0,0.25,1.0,0.75,5104.5879303797465,-4.0,-60.0,190790.685,190790.685,29558.511,28821.123000000003,27776.952,-30.0,-36.6,0.670446702000666,2.0,7860.755639097745
0.4365064990977374,0.1621921059592286,0.5073158225785672,-16681.0,0.0,0.15384615384615385,1.0,17699.85225,-58.0,-657.0,458956.71,458956.71,0.0,0.0,0.0,-20.0,-62.2,0.8421052631578946,2.0,27260.526315789473
0.6413682574954046,0.5752516940702392,0.6881533009570105,-22773.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2241.8277206121784,-55.0,-610.0,85419.432,85419.432,19.935,19.935,0.0,-54.4,-55.0,2.7689287698629803,2.0,9213.429601648351
0.570347686706364,0.050599522340455,0.33620942481824045,-9133.0,0.0,0.4666666666666666,0.8333333333333334,860.3453571428571,-39.2,-306.6166666666667,48437.595,48437.595,0.0,0.0,0.0,-15.0,-39.2,0.33333333333333326,2.0,3750.0
0.4632753280912678,0.5898216353501784,0.2025758830217712,-9889.0,0.10666666666666666,0.6666666666666666,0.8433333333333334,6612.309636363638,-36.0,-71.66666666666667,214309.152,214309.152,69285.33899999999,69285.33899999999,66382.83,-23.6,-56.0,1.7806232669711488,3.0,11473.943950786055
0.2032521136204725,0.2002705874507784,0.1411053364311299,-17808.0,0.3333333333333333,0.6,0.3333333333333333,6630.168295553284,-42.0,-416.0,206978.103,206978.103,38103.696,36267.138,36000.0,-42.8,-42.0,1.2968484644825837,2.0,16196.238706437312
0.1428725230413196,0.202744096328082,0.1532897357593589,-10492.0,0.5,0.3333333333333333,0.5,2866.320603841229,-12.0,-76.33333333333333,112842.29699999999,112842.29699999999,29525.589,29397.924,29088.531,-23.8,-12.0,1.0860233495937535,2.0,13370.902406417114
0.5154953751603267,0.5728402022963437,0.0750241941076711,-12526.0,0.0,1.0,1.0,3661.7148794117647,-1.0,-8.0,147911.931,147911.931,0.0,0.0,0.0,-28.2,-60.0,2.353624903286889,2.0,9621.345514950164
0.4489622731076524,0.6140855929063816,0.3227962650165289,-9198.0,0.0,1.0,1.0,395.67529624060154,-16.0,-14.0,33414.579,33414.579,0.0,0.0,0.0,-28.8,-32.6,1.6994632939537755,2.0,14697.003759398498
