EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,BURO_DAYS_CREDIT_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_DAYS_CREDIT_MIN,DAYS_EMPLOYED,PREV_CODE_REJECT_REASON_XAP_MEAN,BURO_MONTHS_BALANCE_MIN_MIN,DAYS_EMPLOYED_PERC,CC_AMT_BALANCE_MIN,ACTIVE_DAYS_CREDIT_MEAN,CC_MONTHS_BALANCE_MEAN,CLOSED_DAYS_CREDIT_MIN,BURO_STATUS_1_MEAN_MEAN,REGION_RATING_CLIENT_W_CITY,ACTIVE_DAYS_CREDIT_MAX,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN
0.5849900404894085,0.7468338669124677,0.7117530053886781,0.0,-964.8333333333334,0.3333333333333333,0.0,-2588.0,-4823.6,1.0,-85.0,0.23933256109169498,0.0,-754.25,-11.5,-2588.0,0.0,2.0,-102.0,0.0
0.6006575372857061,0.8079951943790782,0.7877296636145246,0.42044663382594427,-873.0,0.5,0.0,-1047.0,-5766.0,1.0,-34.0,0.296056685150955,0.0,-699.0,-28.3,-1047.0,0.0,1.0,-699.0,5283.468103448276
0.5867400085415683,0.6389718592632686,0.5294707084767106,0.4813537187450231,-746.5714285714286,0.42857142857142855,0.0,-1794.0,-6680.0,1.0,-80.4,0.4981728689686032,9560.286,-110.25,-19.1,-1794.0,0.0,3.0,-52.0,11839.423136645963
0.8802684803872619,0.4800473819909482,0.7133912395511238,0.5621297455152274,-1602.75,1.0,0.0,-2608.0,-2446.6,1.0,-50.0,0.11438646001923333,52785.027,-659.8428571428572,-27.5,-2608.0,0.0,2.0,-211.2,21900.8041301627
0.0963186927645401,0.618909262867545,0.6009916957153639,0.3076923076923077,-637.5,0.5,0.2857142857142857,-1746.0,-5217.0,0.7142857142857143,-60.0,0.39439068642273967,0.0,-228.0,-3.5,-1746.0,0.021192307692307694,2.0,-153.0,9070.961538461539
0.6674577419214722,0.5613953483321269,0.7044670543116728,0.1819553163731246,-2042.8,0.8,0.0,-2878.0,-5642.0,1.0,-86.0,0.246311010215664,0.0,-1655.0,-37.3,-2878.0,0.021016744020377794,2.0,-1655.0,1712.6987524461838
0.4223696523543468,0.7318126829643194,0.6779283217685885,0.21340651337767413,-334.0,0.6666666666666666,0.07619047619047618,-366.0,-537.0,0.9238095238095237,-42.2,0.028713506576836703,0.0,-330.0,-28.8,-366.0,0.008792270531400966,2.0,-330.0,4866.95766814296
0.6986675550534175,0.4890479768154457,0.40965531727002424,0.2252655677655678,-501.42857142857144,0.8571428571428571,0.2,-952.0,-786.0,0.8,-36.0,0.07275083302480563,703.0350000000001,-109.0,-17.2,-952.0,0.0125,2.0,-109.0,2663.2829670329675
0.655630092980614,0.6729819971755705,0.6600564501186692,0.2286278901258152,-1315.7523809523811,0.6580952380952382,0.0,-2055.8,-337.0,1.0,-47.4,0.017526523819429998,0.0,-429.7,-32.8,-2055.8,0.015324675324675324,2.0,-332.8,4830.504709834661
0.622922000268356,0.6416864008978128,0.5189927613929067,0.09815523657628922,-1284.0,0.8461538461538461,0.0,-2477.0,-9031.0,0.9833333333333332,-64.0,0.5386817775126752,0.0,-799.5,-27.3,-2477.0,0.0003076923076923077,2.0,-87.0,1594.4198564593303
