EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,BURO_DAYS_CREDIT_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_DAYS_CREDIT_MIN,DAYS_EMPLOYED,PREV_CODE_REJECT_REASON_XAP_MEAN,BURO_MONTHS_BALANCE_MIN_MIN,DAYS_EMPLOYED_PERC,CC_AMT_BALANCE_MIN,ACTIVE_DAYS_CREDIT_MEAN,CC_MONTHS_BALANCE_MEAN,CLOSED_DAYS_CREDIT_MIN,BURO_STATUS_1_MEAN_MEAN,REGION_RATING_CLIENT_W_CITY,ACTIVE_DAYS_CREDIT_MAX,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN
0.5814837058057234,0.4573329133901418,0.3809586535108372,0.6677375565610859,-516.0,0.5,0.2,-786.0,-729.0,0.8,-25.0,0.07224975222993063,25943.463,-246.0,-6.7,-786.0,0.0,3.0,-246.0,10051.747737556561
0.5334816299804352,0.7126565266895527,0.5260964390212634,1.0843742054954102,-1532.5,0.625,0.0,-2454.0,-2102.0,1.0,-80.0,0.14757090704858186,9794.682,-1123.3333333333333,-13.6,-2454.0,0.06893880102455684,2.0,-462.0,11056.602062771079
0.6674577419214722,0.7698819531099251,0.6175674999026837,0.1680078360458107,-1127.1666666666667,0.8333333333333334,0.0,-1681.0,-2646.0,1.0,-55.0,0.16500374158144177,0.0,-434.0,-3.5,-1681.0,0.0,2.0,-434.0,1793.9240506329115
0.6313545365850379,0.6781056685976966,0.7494808742595027,0.7476532239690135,-1024.6666666666667,0.3333333333333333,0.0,-2798.0,-691.0,1.0,-72.6,0.03403940886699507,0.0,-138.0,-17.4,-2798.0,0.0,2.0,-30.0,22758.76281613124
0.3490552510751822,0.6406751642415777,0.7626089071040412,0.7547011144883485,-1305.8125,0.6875,0.3333333333333333,-2771.0,-4737.2,0.6666666666666666,-79.0,0.2087612233930801,18373.076999999997,-657.6,-8.2,-2771.0,0.009563492063492062,2.0,-242.0,17786.420972644377
0.5673792367572691,0.4437623500521826,0.314108734595401,2.1568571428571426,-299.0,0.5,0.0,-340.0,-645.0,1.0,-38.6,0.0568883400952549,24158.97,-258.0,-6.2,-340.0,0.013333333333333332,3.0,-258.0,29452.757142857143
0.7675231046555077,0.0898020975502338,0.5347133439986953,0.31058692559836726,-2009.6666666666667,0.8666666666666667,0.0,-2641.0,-3384.0,1.0,-84.8,0.23575310018113418,-28.845,-1765.0,-25.1,-2641.0,0.002150537634408602,2.0,-1765.0,12243.56710371699
0.4101025731788671,0.7430529613649145,0.36265178678263454,0.11578947368421053,-282.0,0.0,0.0,-282.0,-1413.0,1.0,-38.2,0.12859483072442665,0.0,-282.0,-48.5,-1051.4,0.0,1.0,-282.0,4500.0
0.1624419982223248,0.2858978721410488,0.5407205505747997,0.0,-392.5,0.0,0.0,-499.0,-225.0,1.0,-32.0,0.01463129145532579,0.0,-392.5,-41.0,-1794.8,0.008333333333333333,2.0,-286.0,0.0
0.5064842396679806,0.5343726237342237,0.4896466018954311,1.5714285714285714,-534.25,0.0,0.0,-854.0,-1236.0,1.0,-28.0,0.06922818416041224,128225.295,-534.25,-4.0,-1492.8,0.0,2.0,-224.0,19735.714285714286
0.6092735766081756,0.3129151621084728,0.1979410749480944,0.11111111111111112,-970.9866666666667,0.7933333333333333,0.0,-1502.4,-1160.0,1.0,-54.2,0.09990526225131341,0.0,-500.2333333333334,-7.5,-1502.4,0.003074436562808656,3.0,-234.0,3100.0
0.5849900404894085,0.4280144901411062,0.7378406758212788,2.4,-1625.0,1.0,0.125,-2731.0,-1631.0,0.8125,-62.6,0.08779201205727204,0.0,-1254.2933333333335,-4.0,-2731.0,0.017254979695227372,2.0,-703.4,48240.0
0.1566398270314114,0.6148056792289229,0.4482259937615775,1.4009135472370766,-341.5,0.0,0.5,-421.0,-536.0,0.5,-45.8,0.05309559187716691,27354.095999999998,-341.5,-6.8,-1284.8,0.03333333333333333,2.0,-262.0,22828.431818181816
0.6006575372857061,0.2689248122646377,0.7705520639081812,0.22833001768346595,-1015.5,0.6,0.1,-2893.0,-1470.0,0.9,-68.6,0.06346876214325806,0.0,-492.25,-27.8,-2893.0,0.0009441538853303559,2.0,-165.0,7347.998673740052
0.3425288720742255,0.5379618801474411,0.5749573765253554,0.2923452380952381,-1436.5,0.5,0.0,-2703.0,-2771.0,1.0,-74.0,0.1908139374741771,0.0,-170.0,-25.6,-2703.0,0.0,2.0,-170.0,7527.803571428571
0.6941835200266944,0.5606252221564451,0.6340466698281911,0.22939914850027207,-2456.0,1.0,0.0,-2631.0,-713.0,1.0,-76.0,0.04086194051235028,0.0,-452.28000000000003,-20.3,-2631.0,0.0016460905349794236,3.0,-302.8,2144.2437337942956
0.3201633668633456,0.6043297593892464,0.4691351496489963,1.2380952380952381,-47.0,0.0,0.0,-47.0,-105.0,1.0,-30.2,0.008521343937672456,8475.93,-47.0,-11.0,-929.6,0.013500907694456079,3.0,-47.0,42642.857142857145
0.4962141252081313,0.6981902801072724,0.5516790184391565,0.42565252729726416,-788.5,0.25,0.0,-2639.0,-128.0,1.0,-60.0,0.00918748205569911,0.0,-171.66666666666666,-22.6,-2639.0,0.007240967093908271,1.0,-136.0,20033.58035057048
0.2750003523983893,0.6011567215620803,0.184275738743574,1.6916666666666664,-983.0,0.5,0.0,-1600.0,-904.0,1.0,-52.0,0.09700611653610902,9314.1,-366.0,-6.1,-1600.0,0.07692307692307693,3.0,-366.0,17640.0
0.5814837058057234,0.4393569435158642,0.6565357863684775,0.15850636588908826,-2584.6666666666665,1.0,0.5555555555555556,-2686.0,-4511.2,0.4444444444444444,-88.0,0.21893429830092356,15256.692000000001,-1611.85,-38.4,-2686.0,0.0,1.0,-1381.6,2146.526771981543
0.43324133304677337,0.4877475569842132,0.5809518923830334,0.6050170033490957,-1780.3333333333333,0.6666666666666666,0.0,-2509.0,-5478.0,1.0,-82.0,0.3807868761295704,0.0,-1430.0,-25.4,-2509.0,0.0,2.0,-1430.0,12277.214348570269
0.5316861425197883,0.5600326184820635,0.5101602293935021,0.5153846153846154,-956.0,0.7142857142857143,0.0,-2491.0,-3327.8,1.0,-81.0,0.17145607009414118,0.0,-35.5,-21.5,-2491.0,0.0037593984962406013,2.0,-15.0,6642.692307692308
0.6313545365850379,0.3273245839057765,0.3888314134003534,0.875,-1926.5,0.75,0.0,-2866.0,-1135.0,1.0,-55.0,0.07599089448312801,52426.818,-1204.0,-12.8,-2866.0,0.005555555555555555,3.0,-1204.0,13061.25
0.7252764347002191,0.6071707071877025,0.5869391111159226,0.8002618657937808,-853.0,0.6,0.5,-1075.0,-817.0,0.5,-37.0,0.060590329279145656,22174.137,-587.5,-22.1,-1075.0,0.0037199582027168227,2.0,-173.0,18345.012274959085
0.7001838506835805,0.7304715270694485,0.6286192941046954,0.07894736842105263,-1342.5,0.6666666666666666,0.0,-2849.0,-1816.0,1.0,-76.0,0.12973281897413916,0.0,-556.5,-19.5,-2849.0,0.010718539280565233,2.0,-322.0,3078.9473684210525
0.8193176922872417,0.6864953849630371,0.5764436571763563,0.5808020050125313,-2091.0,0.6666666666666666,0.2,-2869.0,-2689.0,0.8,-77.6,0.1468676607133104,26852.435999999998,-2526.0,-11.4,-2869.0,0.0023930750669329095,2.0,-2526.0,11616.270676691729
0.1798217650897043,0.5753585518210252,0.0404406896533078,0.630547619047619,-409.8333333333333,0.3333333333333333,0.5,-981.0,-397.0,0.3333333333333333,-50.6,0.03779512566641279,16269.534,-231.75,-16.0,-981.0,0.023927986906710313,3.0,-83.0,13871.367857142857
0.5531646987710016,0.3517276368842846,0.3498898153469244,0.43157894736842106,-934.5384615384615,0.5384615384615384,0.0,-2268.0,-1689.0,1.0,-74.0,0.153211175616836,875.799,-563.3333333333334,-14.6,-2268.0,0.0,2.0,-281.0,10381.829573934836
0.44019917916733675,0.3595448025020179,0.3137152223662513,0.043010752688172046,-956.5166666666667,0.5933333333333333,0.0,-1536.2,-3299.0,1.0,-48.8,0.29936479128856625,0.0,-355.5,-48.5,-1768.8,0.003333333333333333,1.0,-300.6,967.741935483871
0.3791004853998145,0.7369526016681198,0.7067622535837143,0.30277777777777776,-1215.3333333333333,0.5555555555555556,0.0,-2737.0,-2232.0,1.0,-79.6,0.15642301492746513,0.0,-842.75,-7.5,-2737.0,0.01180646928866569,2.0,-364.0,9625.0
0.5623535561802029,0.5788062159286484,0.7803220664310752,0.9327792207792209,-887.7333333333332,0.509090909090909,0.0,-1523.6,-3740.0,1.0,-58.4,0.220349967595593,0.0,-473.36,-18.2,-1817.6,0.002236403069736403,2.0,-320.4,30206.92207792208
0.8555235867964663,0.5657250540018673,0.798567902794385,0.6207837824276181,-1762.0,1.0,0.3333333333333333,-1762.0,-5711.8,0.6666666666666666,-68.4,0.253641532919366,18688.158,-1078.3600000000001,-23.0,-1762.0,0.01539467791736394,2.0,-627.6,15170.31191197501
0.363945238612397,0.6495462061242087,0.5303906488736169,0.9614571092831963,-698.6666666666666,0.5333333333333333,0.3333333333333333,-1512.0,-1991.0,0.6666666666666666,-72.6,0.1020920931186545,0.0,-478.2857142857143,-11.86923076923077,-1512.0,0.030455040602099425,2.0,-257.0,18717.63366627497
0.7209441499436497,0.7319070919171349,0.7498086205816599,0.3684764618097952,-2212.0,0.8333333333333334,0.16666666666666666,-2494.0,-1572.2,0.8333333333333334,-67.8,0.0740713535586261,0.0,-1143.0,-30.5,-2494.0,0.0064516129032258064,2.0,-1143.0,7821.716117216119
0.4206109640437848,0.7498073768221085,0.4126285714303733,0.5879365079365079,-1191.0,0.5,0.0,-2688.0,-1590.0,1.0,-80.4,0.09651572174335317,0.0,-780.6666666666666,-14.6,-2688.0,0.010162787892164267,1.0,-91.0,17730.571428571428
0.2055981385493208,0.4169757689503713,0.5627363625463235,0.39403508771929824,-1846.0,0.875,0.0,-2815.0,-695.0,1.0,-85.0,0.044522741832158874,0.0,-495.0,-16.9,-2815.0,0.0038461538461538464,3.0,-495.0,6803.960526315789
0.7001838506835805,0.6163787895337791,0.6787508794483756,1.1078050490883589,-912.7142857142857,0.5714285714285714,0.0,-1615.0,-2938.2,1.0,-55.2,0.13964257343908415,12235.689,-536.3333333333334,-11.7,-1615.0,0.009967439967439966,3.0,-317.0,19699.976507713887
0.1528662291550415,0.5215335908610983,0.42667381401162974,0.6617261904761904,-474.22222222222223,0.5555555555555556,0.0,-1199.0,-2358.0,1.0,-47.8,0.18142648303454642,8990.55,-410.25,-16.0,-1199.0,0.001081081081081081,2.0,-186.0,17559.26785714286
0.4269210414668951,0.3640385389426425,0.43616259823286374,1.6296296296296295,-2118.0,0.0,0.0,-2118.0,-769.0,1.0,-50.0,0.0491468013037643,0.0,-2118.0,-15.5,-2154.6,0.0,2.0,-2118.0,9250.0
0.4578995512067301,0.605066792884557,0.5276533726577377,0.3768118977796397,-751.1666666666666,0.6666666666666666,0.0,-1446.0,-2000.0,1.0,-48.8,0.13360053440213762,0.0,-461.5,-20.6,-1446.0,0.010860636277302944,2.0,-146.0,16447.82362798492
0.32765789271209,0.4110658098692224,0.5511065598827168,0.3100478468899522,-1231.03,0.5683333333333334,0.0,-2042.4,-2390.0,1.0,-39.6,0.14782285997031172,474.3,-973.4,-15.6,-1886.0,0.005370370370370371,3.0,-605.6,10451.856459330145
0.6363761710860439,0.629990723757851,0.48287048944005245,0.15471330765939237,-1146.1666666666667,0.5,0.0,-2919.0,-1253.0,1.0,-95.0,0.07411569856855554,0.0,-481.0,-30.47555555555556,-2919.0,0.0,2.0,-351.0,3251.550866495507
0.2608559142068693,0.594358360789718,0.45166305750422653,0.5977597402597403,-1219.875,0.5,0.0,-2751.0,-3876.0,1.0,-75.8,0.2928598413298073,0.0,-534.0,-39.2,-2751.0,0.006684095028862217,2.0,-158.0,16880.435064935064
0.1342654235549427,0.5253301752522973,0.2531832557087554,0.33666757236242745,-828.3,0.5,0.6666666666666666,-2670.0,-2827.2,0.3333333333333333,-87.0,0.13782353541106826,0.0,-332.2,-28.4,-2670.0,0.007692307692307693,2.0,-187.0,6577.882030463343
0.5638350489514956,0.3631884373013415,0.3877228552071122,0.24082446808510638,-1063.2,0.8,0.0,-1690.0,-2252.8,1.0,-55.0,0.10084039619483551,0.0,-177.0,-22.5,-1690.0,0.014285714285714285,3.0,-177.0,9793.583776595744
0.0724966767537821,0.5949118213807982,0.4594573279421715,1.337889757301522,-833.2142857142857,0.35714285714285715,0.0,-2237.0,-2393.0,1.0,-73.0,0.1723815012246074,45045.0,-691.5555555555555,-11.7,-2237.0,0.02312510370001659,3.0,-42.0,39025.273549979436
