EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,BURO_DAYS_CREDIT_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_DAYS_CREDIT_MIN,DAYS_EMPLOYED,PREV_CODE_REJECT_REASON_XAP_MEAN,BURO_MONTHS_BALANCE_MIN_MIN,DAYS_EMPLOYED_PERC,CC_AMT_BALANCE_MIN,ACTIVE_DAYS_CREDIT_MEAN,CC_MONTHS_BALANCE_MEAN,CLOSED_DAYS_CREDIT_MIN,BURO_STATUS_1_MEAN_MEAN,REGION_RATING_CLIENT_W_CITY,ACTIVE_DAYS_CREDIT_MAX,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN
0.5352762504724826,0.4477277822664688,,,-1753.8,0.8,0.5,-2619.0,-1203.0,0.5,,0.09356042930471302,,-1350.0,,-2619.0,,2,-1350.0,
0.6109913280868294,0.5704681103517322,,0.0,-944.6153846153846,0.46153846153846156,0.0,-1696.0,-1755.0,0.875,,0.11072555205047319,0.0,-901.7142857142857,-48.5,-1696.0,,2,-650.0,0.0
,0.7597228789504541,0.6634919408502873,,,,0.2,,-1064.0,0.8,,0.07687305830503577,,,,,,1,,
,0.3752475508339187,,,,,0.0,,-5436.0,1.0,,0.3332311653282658,,,,,,2,,
,0.4323777797187303,0.1746364705031356,,-485.0,0.0,0.0,-485.0,-135.0,1.0,,0.009846108963605864,,-485.0,,,,2,-485.0,
0.6144143775673561,0.4555967712823561,,,-1364.0,0.5,0.5,-2244.0,-4074.0,0.5,-73.0,0.241136430896715,,-1221.5,,-2244.0,0.0,3,-199.0,
0.5744466170995097,0.7465112346715929,0.4398378693774816,,-501.5,0.0,0.0,-687.0,-5664.0,1.0,-22.0,0.4114783872139484,,-501.5,,,0.0,1,-316.0,
0.1614630800057724,0.6253914582259202,0.5166767896573927,,-1116.6666666666667,0.3333333333333333,0.0,-2135.0,-360.0,1.0,-70.0,0.025305778152678194,,-1163.0,,-1024.0,0.0,2,-191.0,
,0.5298647440499438,0.3264277345587999,0.5833333333333334,,,0.0,,-2328.0,1.0,,0.14699753741238872,0.0,,-6.5,,,2,,41250.0
0.5316861425197883,0.6912944246906746,,,-1777.0,1.0,0.3333333333333333,-2810.0,,0.6666666666666666,,,,,,-2810.0,,2,,
0.7076993447402619,0.6124518980809456,0.5499731267332062,,-1127.25,0.5,0.25,-2012.0,-1092.0,0.75,-66.0,0.07306791569086651,,-379.25,,-2012.0,0.04414682539682539,2,-265.0,
0.5954562029091491,0.6881590155484301,,,-601.0,0.5,0.0,-1092.0,-154.0,1.0,,0.015380005992210127,,-110.0,,-1092.0,,1,-110.0,
0.4650692149562261,0.6532456078038715,0.6912994244942343,,-1098.6666666666667,0.6666666666666666,0.0,-2487.0,-2094.0,1.0,-81.0,0.1647780925401322,,-169.0,,-2487.0,0.015151515151515152,2,-169.0,
0.4101025731788671,0.511627873548744,,,-245.0,0.5,0.08333333333333333,-326.0,-259.0,0.9166666666666666,-10.0,0.019192293442015562,,-164.0,,-326.0,0.0,2,-164.0,
0.6512602186973006,0.7580062281917732,,0.43283582089552236,-1734.3333333333333,0.7777777777777778,0.0,-2870.0,-5069.0,1.0,-94.0,0.2531968031968032,0.0,-1507.5,-34.0,-2870.0,0.0020964360587002098,2,-330.0,9335.820895522387
0.2750003523983893,0.4745099987996537,0.4355955011033058,,-575.25,0.25,0.0,-1280.0,-1947.0,1.0,,0.12407596227377007,,-610.0,,-471.0,,2,-195.0,
,0.555976864847712,,0.25,,,0.0,,-1566.0,1.0,,0.11020408163265306,0.0,,-4.5,,,2,,6750.0
,0.5831661075816368,,,,,0.3333333333333333,,,0.6666666666666666,,,,,,,,2,,
0.3556387169923543,0.6384167720321751,,,-97.0,0.0,0.0,-97.0,-514.0,1.0,,0.02237311743710281,,-97.0,,,,2,-97.0,
,0.6092966798197722,0.2973997753305889,,-2882.0,1.0,0.0,-2882.0,-1012.0,1.0,-94.0,0.060338659670880035,,,,-2882.0,0.0,2,,
0.622922000268356,0.4118177561937399,0.7082165611407809,,-1153.2,0.4,0.0,-2275.0,-7490.0,1.0,,0.33696238977865756,,-733.0,,-1248.0,,2,-218.0,
0.3201633668633456,0.7172821459025651,0.7006934359313073,,-1233.625,0.625,0.3333333333333333,-2837.0,-179.0,0.6666666666666666,-93.0,0.00904725802375537,,-269.3333333333333,,-2837.0,0.005319148936170213,2,-195.0,
0.3944954053123993,0.2376947704263744,,,-1770.0,1.0,0.0,-1770.0,-2739.0,1.0,,0.1956987710774507,,,,-1770.0,,2,,
,0.6886890439149462,0.8205034296304187,,-2051.8333333333335,0.6666666666666666,0.0,-2678.0,-2151.0,1.0,-88.0,0.13099080445770658,,-2676.0,,-2678.0,0.0,1,-2676.0,
0.511891801533151,0.5035443725087928,0.5536720555804274,0.225,-810.8,0.6,0.375,-991.0,-2681.0,0.625,,0.18390725751131842,0.0,-790.0,-22.0,-991.0,,2,-630.0,5231.25
,0.2131036111261156,,,,,0.0,,-380.0,1.0,,0.02037424266795346,,,,,,2,,
,0.5601188260573293,,,-942.5,1.0,0.0,-943.0,-3210.0,1.0,,0.2360120579369164,,,,-943.0,,2,,
0.3539876078507373,0.3416489989001473,0.2194561061350646,,-1080.8125,0.5625,0.7368421052631579,-2632.0,-2443.0,0.2631578947368421,-86.0,0.18660250534677666,,-499.42857142857144,,-2632.0,0.004833877995642701,2,-192.0,
0.3170317785834444,0.7329356386763468,,0.0,-1561.0,0.6666666666666666,0.0,-2601.0,-1962.0,1.0,,0.13575036324638484,0.0,-1160.6666666666667,-6.0,-2601.0,,2,-171.0,0.0
,0.2453495532540649,0.0573432177725729,,-985.5,1.0,0.0,-1317.0,-1996.0,1.0,-43.0,0.20686081459218572,,,,-1317.0,0.0,3,,
0.2580842039460289,0.6035242306081852,,,-732.2,0.4,0.0,-1061.0,-1895.0,1.0,,0.10527777777777778,,-558.0,,-999.0,,2,-173.0,
0.2750003523983893,0.6408714724123011,0.3758315013846537,2.2777777777777777,-519.0,1.0,0.45454545454545453,-519.0,-304.0,0.5454545454545454,,0.01702985827124531,0.0,,-14.5,-519.0,,2,,38400.0
0.5136937663039473,0.5303985540809941,,,-1143.1666666666667,0.5833333333333334,0.0,-2070.0,-5313.0,1.0,,0.2773543537272917,,-808.0,,-2070.0,,2,-175.0,
0.656158373001177,0.7326787372668013,0.8856910333582744,,-863.0,0.25,0.0,-2085.0,-385.0,1.0,,0.019242303078768494,,-892.6666666666666,,-774.0,,2,-96.0,
0.6706517530862718,0.6909583223565012,,,-1620.0,0.7142857142857143,0.0,-2532.0,-8917.0,0.8571428571428571,,0.5755502484993222,,-1218.5,,-2532.0,,2,-301.0,
0.3962195720630885,0.5063048799509021,0.2950557001548154,,-265.5,0.25,0.0,-625.0,-1467.0,1.0,,0.17552045944005742,,-321.0,,-99.0,,2,-132.0,
,0.6516091989106914,,,-1721.0,1.0,0.0,-1721.0,-2178.0,1.0,,0.1981981981981982,,,,-1721.0,,2,,
0.3170317785834444,0.6244380820610375,0.1732646980756028,0.7777777777777778,-526.5,0.0,0.0,-756.0,-3473.0,1.0,-24.0,0.23459875709267766,0.0,-526.5,-12.0,,0.0,2,-297.0,17625.0
0.3312508645909018,0.7659418465573512,,,-182.0,0.0,0.0,-182.0,-6772.0,0.5,-6.0,0.483162100456621,,-182.0,,,0.0,1,-182.0,
0.3807996826489149,0.5239122299737006,,,-1654.0,1.0,0.0,-1820.0,-2863.0,1.0,,0.16248581157775255,,,,-1820.0,,2,,
0.4884551844437485,0.6111119358947399,0.5865839849054765,0.16666666666666666,-807.75,0.0,0.0,-947.0,-1324.0,1.0,,0.11704384724186705,0.0,-807.75,-4.5,,,2,-628.0,5676.54
,0.6956174727927561,,,,,0.3333333333333333,,-1304.0,0.6666666666666666,,0.13647305075876504,,,,,,2,,
0.3328505641648731,0.6630652587401678,0.3604141775907701,,-865.5833333333334,0.4166666666666667,0.0,-2395.0,-1293.0,1.0,-78.0,0.10807422266800401,,-672.4285714285714,,-2395.0,0.03794642857142857,2,-196.0,
0.8327850252992314,0.6229445750745948,,,-1772.0,0.5,0.2,-2647.0,,0.8,-86.0,,,-1266.5,,-2647.0,0.0,2,-561.0,
0.5495965024956946,0.5929657458935795,0.4548348197258487,,-710.0,0.0,0.0,-710.0,-370.0,1.0,-23.0,0.02420832242868359,0.0,-710.0,-16.5,,0.0,2,-710.0,
0.4956658291397297,0.7418445128444385,,,-1369.0,0.5,0.0,-2383.0,,1.0,-78.0,,,-355.0,,-2383.0,0.0,2,-355.0,
0.746300213050371,0.5900649749428191,0.2939500717900365,,-1975.0,1.0,0.2,-2881.0,-2643.0,0.8,-94.0,0.2474024150519517,,,,-2881.0,0.0,1,,
0.6092756673894402,0.5738137776372858,0.4936166191985639,,-1525.6363636363637,0.8181818181818182,0.3,-2654.0,-685.0,0.6,-87.0,0.06189013371882906,,-735.0,,-2654.0,0.0,2,-578.0,
,0.7082617381577153,,,,,0.0,,-1218.0,1.0,,0.0678475935828877,,,,,,1,,
0.5495965024956946,0.4073862801523016,,,-118.0,0.0,0.0,-118.0,-662.0,1.0,,0.03338712931208392,0.0,-118.0,-5.5,,,3,-118.0,
0.4135967602644276,0.3262037067788159,0.4161722731418551,3.1904761904761907,-1057.2,0.6,0.0,-1675.0,-1781.0,1.0,-55.0,0.11257189811010682,0.0,-483.5,-11.0,-1675.0,0.0,2,-280.0,114673.19785714286
0.746300213050371,0.545074010101443,0.679111203977028,,-1311.0,1.0,,-1499.0,-104.0,,,0.008094015098451241,,,,-1499.0,,2,,
,0.132749358987044,0.7704645166816395,0.6470588235294118,,,0.14285714285714285,,,0.8571428571428571,,,0.0,,-10.5,,,2,,18291.176470588234
